itemCode,yahooID,itemName,description,amzbulletpoint1,amzbulletpoint2,amzbulletpoint3,amzbulletpoint4,amzbulletpoint5
AQW110882,black-bear-wood-panel,Black Bear Wood Panel,"A Black Forest Decor Exclusive - Printed on knotted wood in warm soothing colors, the Black Bear Wood Panel brings rustic beauty to your room.  Measures 23Â½""W x 1""D x 16""H. ~",,,,,
BN63691360,appalachian-valance,Appalachian Valance,"Exclusive - Display your love of nature with these unlined valances in three cabin-inspired patchwork prints.  Dry clean.  55% poly/45% rayon  Measures 52""W x 15Â½""H each. ~",,,,,
CL3370SRACA777,adirondack-chair-lake-table-lamp,Adirondack Chair Lake Table Lamp,"Exclusive - Light your cabin with this wood lamp with a hand-painted and stained red Adirondack chair base, metal fishing rod and hand-painted parchment shade.  Uses one 3-way, 100-watt max bulb.  Made in the USA.  Measures 17""W x 27Â½""H. ~   Allow 1 to 2 weeks.",,,,,
2DD25656,moose-and-bear-lodge-stoneware-moose-mug,Moose Lodge Stoneware Mug,"An earthy red glaze with a moose forest scene makes the Moose and Bear Lodge Stoneware Moose Mug the perfect complement to cabin meals.  Microwave and dishwasher safe.  Measures 4""W x 3Â½""D x 5""H. ~",,,,,
UDX1459,deer-head-cast-iron-coat-hooks,Deer Head Cast Iron Coat Hook,A Black Forest Decor exclusive - Add a classic hunting lodge look to your entryway with this rustic brown cast iron deer mount with two hooks. 8 1/2âW x 3 1/2âD x 11âH,,,,,
DS21082,ds21082,Lone Star Fireplace Screen,"A Lone Star Western Decor Exclusive - Classic stars accented with scrollwork make the decorative and functional dark brown metal Lone Star Fireplace Screen the perfect western touch for your hearth.  Metal mesh screen.  Dust or water clean as needed; do not oil.  Measures 42""W x 1""D x 34 1/4""H. ~",,,,,
2HMBS1001QNOC,faux-leather-bedskirt-queen,Faux Leather Bedskirt - Queen,"Chocolate faux leather is tailored on the Faux Leather Queen Bedskirt for a rugged look. Machine wash. Measures 60""W x 80""L. ~",,,,,
MWUWSR72,turquoise-western-star-table-runner,Turquoise Western Star Table Runner,"Exclusive - In turquoise, red and rust with stars, paisley and barbed wire, this tasseled runner gives your table western spirit. Spot clean. Made in the USA.  Measures 12""W x 72""L. ~",,,,,
HXDI4001SP01RD,savannah-red-square-platter,Savannah Red Platter,"A rich red glaze and floral tooled leather patterns make these handcrafted stoneware accessories irresistible.  Microwave, oven and dishwasher safe.  Measures 12 3/8""W x 12 3/8""H. ~",,,,,
VXVL38841OL,vine-single-wall-lamp,Vine Single Wall Lamp,"Capture nature-inspired style with the Vine Single Wall Lamp.  Made with a gracefully curved base with vines and leaves that wrap around the shade, this wall light is the perfect accent for your dÃ©cor.<ul><li>7 1/2""W x 10""D x 9""H</li> <li>Steel</li> <li>Reversible from uplight to downlight</li> <li>Oil Shale finish</li> <li>Uses one 100-watt max bulb</li> <li>Amber flake glass shade</li> <li>UL rated for damp locations</li> </ul> ~ Ships from the manufacturer. Allow 2 business days.",,,,,
WW4373040102,misty-forest-tissue-box-and-waste-basket-set,Misty Forest Tissue Box & Waste Basket Set,"Wrapped in canvas with a beautiful treescape print, this wood tissue box and waste basket are trimmed in faux leather with brass studs. Measures Tissue Box: 6""W x 6""D x 6""H; Waste Basket: 13""W x 9""D x 14""H. ~",,,,,
HXLD8206SOOC,black-bear-hideaway-outlet-cover,Black Bear Hideaway Outlet Cover,"Exclusive - Decorate your lodge with rustic wood textures, lacing and burnished bear silhouettes on these cast resin switch plates.  Measures 3Â¼""W x 4 13/16""H. ~",,,,,
LAIN20WLF,lain20wlf,End of Trail Indian Wall Art,"The iconic and emotional End of Trail Indian Wall Art piece is made from laser cut steel with a unique, multicolored fusion finish and adds a dramatic element to your home.  Made in the USA.  Measures 13 1/2""W x 1/2""D x 20""H. ~ Ships from the manufacturer.  Allow 3 weeks.  Cannot express ship or ship to Alaska or Canada.",,,,,
KE13017B,black-bear-lodge-toothbrush-holder,Black Bear Lodge Toothbrush Holder,"Featuring playful black bears, the resin Black Bear Lodge Toothbrush Holder adds the perfect rustic detail to your bath.  Measures 5""W x 3Â¾""H. ~",,,,,
KE3810HM,pine-haven-hand-towel,Pine Haven Hand Towel,"Exclusive - These soft mocha 100% cotton towels feature embroidered pine branches and textured linen-like trim with contrast stitching for a beautifully rustic look.  Measures 16""W x 30""L. ~",,,,,
LKRA8769,rustic-cross-bath-set-3-pcs,Rustic Cross Bath Set - 3 pcs,"Exclusive - Large faux wood crosses are adorned with silver-finished cross, stud and floral details on these painted resin bath accessories. Measures Includes toothbrush holder (4 1/8""W x 2Â¾""D x 4""H), tumbler (3""Dia. x 4 3/8""H) and soap dish (5 5/8""W x 4""D x 1 1/8""H).. ~",,,,,
2HMBL1763TTOC,pinewood-forest-bath-rug,Pinewood Forest Bath Rug,"Featuring stately pines in rich earth tones, this accent rug brings natural beauty to your bath. 24""W x 36""L",,,,,
CBK114025,galloping-horses-metal-wall-art,Galloping Horses Metal Wall Art,"A Lone Star Western Decor Exclusive - Two layers of galloping horse silhouettes in contrasting tones create a dimensional effect on the Galloping Horses Metal Wall Art.  Two keyhole hangers on back.  Measures 48""W x 1Â½""D x 13Â½""H. ~",,,,,
DS10780,bear-crossing-sculpture,Bear Crossing Sculpture,"A Black Forest Decor Exclusive - Five black bears scamper across a log bridge in the finely painted polyresin Bear Crossing Sculpture.  Measures 35Â¼""W x 5""D x 10Â¼""H. ~",,,,,
DS10817,woodlands-pinecone-lamp,Woodlands Pinecone Lamp,"A Black Forest Decor Exclusive - Bring a woodland accent to your home with the detailed painted polyresin Woodlands Pinecone Lamp with laced shade.  Uses one 40-watt max bulb.  Measures 14""W x 14""D x 26Â¾""H. ~",,,,,
DS13601,antler-and-wood-wall-cross,Antler & Wood Wall Cross,"Resin antlers embellish rounded wood planks to give this wall cross a rustic look. 10 1/2""W x 2 1/4""D x 18""H",,,,,
VXOW35053BBZ,montana-outdoor-hanging-wall-lamp,Montana Outdoor Hanging Wall Lamp,"The Montana Outdoor Hanging Wall Lamp beautifully lights up your home or cabin interior or exterior.  This wall lamp is made from metal and features cut-out bear silhouettes for charming rustic style.  Finished in burnished bronze with a seeded glass shade and uses one 60-watt max bulb.  Measures 5""W x 6""D x 13""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
VXT0110,cowboy-rider-outdoor-hanging-wall-lamp,Cowboy Rider Outdoor Hanging Wall Lamp,"Exclusive - Clear seeded glass gives a rain-like effect to this hanging outdoor steel lantern in a burnished bronze finish with riding cowboy cut-outs.  Uses one 60-watt max bulb.  Measures 5""W x 6""D x 11""H. ~ Allow 1 week.",,,,,
SIX2588,western-ranch-single-switch-plate,Western Ranch Single Switch Plate,"Exclusive - These hand-painted resin switch covers feature fun horseshoe, star and barbed wire designs. Screws included.  Measures 3Â½""W x 5Â¼""H. ~",,,,,
MWGSSADC,mwgssadc,Lake Cabin Tapestry Sham,"Celebrate the solitude of lake living with the Lake Cabin Tapestry Sham. Measures 26""W x 20""H. Machine washable. ~",,,,,
LG0735SBW,small-stag-coat-rack,Small Stag Coat Rack,"Create a lodge mood in your room with the Small Stag Coat Rack, enhanced with the look of a traditional Black Forest woodcarving in a hand-applied finish. <ul><li>Hand-cast resin</li> <li>26""W x 7""D x 14""H</li> <li>Burlwood finish</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 4 weeks. Cannot express ship.",,,,,
KE1960B,ke1960b,Moose & Pine Bath Towel,"A Black Forest Decor Exclusive - Richly embroidered with textured moose and pine trees, the soft 100% cotton Moose & Pine Bath Towel pampers your cabin guests in shades of nutmeg, chocolate brown and crisp green.  Machine wash.  Measures 27""W x 50""L. ~",,,,,
2WHARBELIEVE,believe-colorful-arrow-metal-wall-art,Believe Colorful Arrow Metal Wall Art,"Exclusive - Bring a little inspiration to your wall with these metal art arrows in turquoise, green, red and gold finishes with unique rust-finished script. Nail holes for hanging. Made in the USA. Measures 15""W x 2""H each. ~",,,,,
CE444363024,lookout-mountain-pinecone-hooked-pillow,Lookout Mountain Pinecone Hooked Pillow,"Embroidered pinecones, red berries and quilted leaf designs are combined with rustic plaid and red, green, brown and cream solids to create this outdoors-inspired 100% cotton bedding.  Machine wash; Spot clean pillows and rug.  Dimensions available online.  Acrylic with poly fill.  Measures 14""W x 18""L. ~ Allow 1 week.",,,,,
2DD25622,pine-bough-toilet-paper-holder,Pine Bough Toilet Paper Holder,"Delicate twigs and branches are adorned with realistic pinecones on the black-finished metal Pine Bough Toilet Paper Holder for natural charm.  Measures 6Â½""W x 4""D x 6""H. ~",,,,,
VCCIAUP471,autumns-light-table-lamp-with-nightlight,Autumn's Light Table Lamp with Nightlight,"Add grace and warmth to your family gatherings with the Autumn's Light Table Lamp with Nightlight.  This resin lamp with gracefully sculpted pine branches lets you enjoy the splendor of the outdoors in the comfort of your home.  Finished in amber bronze finish with a charcoal tweed shade with braided trim and uses one 3-way 150 watt bulb and one 7-watt nightlight bulb.  Measures 35 1/2""H. ~ Ships from the manufacturer.  Allow 2 to 3 weeks.  Cannot express ship or ship to Alaska or Canada.",,,,,
2BG82143,lakeside-lodge-shower-curtain-hooks,Lakeside Lodge Shower Curtain Hooks,"Make a statement in your bathroom with the Lakeside Lodge Shower Curtain Hooks, adorned with ""Born to Fish"" signs, fish, and colorful fishing hats for a true lakeside feel. <ul><li>Resin with hand painted accents</li> <li>Multicolor</li> <li>Hand wash or wipe with damp cloth </li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
DS21679,horse-over-the-door-cowboy-hat-rack,Horse Over-the-Door Cowboy Hat Rack,"Exclusive - A circled running stallion adds western style to this metal rack with belt hook that holds three cowboy hats and fits over a standard door. Measures 11""W x 8Â½""D x 30Â½""H. ~",,,,,
CARJB2086,cerrillos-hills-turquoise-drapes,Cerrillos Hills Turquoise Drapes,"Create distinct southwestern style with the vibrant Cerrillos Hills Turquoise Drapes, woven in shades of turquoise, red, coral, oatmeal and brown.  Dry clean.  Includes two 54""W x 84""L tab top panels and tiebacks. ~",,,,,
DS21215,ds21215,Lone Star Baker's Rack,"There are virtually unlimited possibilities for the metal Lone Star Baker's Rack with dark brown finish.  Three shelves provide storage, while star, scroll and barbed wire accents give a great western look.  Measures 27 3/4""W x 14""D x 58 1/2""H. ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska or Canada.",,,,,
DS22117,wood-black-bear-mirror,Wood Black Bear Mirror,"A Black Forest Decor Exclusive - This rustic wood frame mirror has a rough-cut look embellished with metal art black bears and rust trees.  Measures 21""W x 1""D x 26""H. ~",,,,,
DS52404,cast-iron-black-bear-knob,Cast Iron Black Bear Knob,"Exclusive - This cast iron hardware brings rustic style to your lodge cabinetry with detailed designs in a black finish. Screws included. Measures 2Â¼""W x 1""D x 1Â½""H. ~",,,,,
LKRA4397,turquoise-tooled-leather-single-rocker-plate,Turquoise Tooled Leather Single Rocker Cover,"A Lone Star Western Decor Exclusive - Classic rose tooled leather patterns with a distressed turquoise finish are re-created in resin on the Turquoise Tooled Leather Single Rocker Cover.  Measures 3Â½""W x Â½""D x 5Â¼""H. ~",,,,,
KACGU2225,recycled-wood-deer-head-wall-hanging,Recycled Wood Deer Head Wall Hanging,"Exclusive - Recycled wood slats in a natural distressed finish give this dimensional deer bust wall hanging a contemporary rustic look. Measures 13""W x 8""D x 20""H. ~",,,,,
PK15747,walk-in-the-woods-valance,Walk in the Woods Valance,"Featuring a pine bough and juniper berry print, the cotton rod pocket Walk in the Woods Valance makes a delightful nature-inspired window accent.  Machine wash.  Measures 72""W x 14""H with 2"" rod pocket. ~",,,,,
VCCVAUP687,infinity-branch-table-lamp,Infinity Branch Table Lamp,"Exclusive - Add rustic flair to your room with this unique knotted resin branch lamp in an antique wood finish with a chocolate linen shade.  Uses one 3-way 100-watt max bulb.  Measures 11""W x 21""D x 32""H. ~",,,,,
MUMMRWBWB,well-bucket-waste-basket,Well Bucket Waste Basket,Realistic resin reproductions of a vintage well bucket and hinged crate are accented with faux antlers handles on these rugged accessories. ~,,,,,
RE1657,birch-bear-napkin-holder,Birch Bear Napkin Holder,A Black Forest Decor exclusive - A honey-hungry cub serves as a weight-arm on this hand-painted polyresin napkin holder with a birch bark design. 8 1/4âW x 7 3/4âD x 4 1/4âH,,,,,
MWCFSADC,lake-cabin-sofa-cover,Lake Cabin Sofa Cover,"A Black Forest Decor Exclusive - Give your sofa a rustic makeover with the tapestry Lake Cabin Sofa Cover featuring vibrant lake scenes and red and green plaid.  Made in the USA.  Machine wash.  Measures 70""W x 170""L. ~",,,,,
RE2220,lake-led-metal-sign,Lake LED Metal Sign,A Black Forest Decor exclusive - Add a vintage look to your lake lodge with this heavy metal dimensional sign with LED lights. 4-hour timer mode and on/off switch. Uses three AA batteries (not included). 20âW x 2âD x 10 1/2âH,,,,,
RH11034,burgundy-taos-placemat,Burgundy Taos Placemat,Southwest designs are woven in deep jewel tones on these bold cotton/poly table linens. Machine wash. 13âW x 19âL,,,,,
PK46301,high-country-placemat,High Country Placemat,"Bring a warm look to cabin meals with the cotton table linens in brick red, brown and tan plaid with wildlife, camp scenes and geometrics. Machine wash. Measures 13""W x 19""L. ~",,,,,
OPDM316M,moose-rustic-metal-lamp,Moose Rustic Metal Lamp,"Exclusive - Rustic powder coating with exposed edges and seams enhances the character of these 3-D, 18-gauge metal art lamps with a pine log base and laced shade.  Each uses one 40-watt max bulb.  Handmade in the USA.  Measures 12""W x 12""D x 21""H each. ~",,,,,
CF-CR-KNG-B,cerunkibl,Cedar Run Fleece Blanket - King,Measures 99 in. wide by 90 in. long. ~ 0,,,,,
DS15052,western-tooled-leather-toothbrush-holder,Western Tooled Leather Toothbrush Holder,"Featuring floral tooled leather patterns, sculpted rope trim and faux concho and stud details, these polyresin bath accessories offer classic cowboy style. 5 1/4âW x 3 3/4âD x 4 2/3âH",,,,,
EE2WS176,reclaimed-wood-candle-sconces-set-of-2,Reclaimed Wood Candle Sconces (set of 2) - CLEARANCE,"With textured metal on rustic wood blocks, these wall candle holders offer a Spanish southwest feel. Set of two. With textured metal on rustic wood blocks, these wall candle holders offer a Spanish southwest feel. Set of two.",,,,,
HXDI1810SR,black-bear-forest-spoon-rest,Black Bear Forest Spoon Rest,"Hand-painted black bear scenes and scalloped edges make the terracotta ceramic Black Bear Forest Spoon Rest a welcoming touch in your kitchen.  Dishwasher, oven and microwave safe.  Measures 9Â¼""W x 5""D x 1Â¼""H. ~",,,,,
LKRA8888,horse-tooled-leather-waste-basket,Horse Tooled Leather Waste Basket,"Give your bath the luxe look of rich brown tooled leather, pewter horses, brass studs and tasseled conchos with the resin Horse Tooled Leather Waste Basket.  Measures 8"" Dia. x 9Â½""H. ~",,,,,
